time,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,sound#mean,sound#min,sound#max,sound#std
41.0,9.85754806154,7.939383318060001,11.4501914126,1.07928492837,0.214967075821,0.0614603077015,0.554794615144,0.1395554166389999,89.77157833049999,89.77157833049999,89.77157833049999,0.0101714372632
44.0,9.8292938178,9.46732894162,10.145013396,0.1716522277329999,0.00978229886216,0.00398585470511,0.0176654116771,0.00478067959579,0.0,0.0,0.0,0.0
240.0,9.60465566413,9.56740675414,9.62972428779,0.0177987241153,0.00577722620188,0.00232465035167,0.0110561063416,0.00200073011481,79.8625497021,79.8625497021,79.8625497021,0.127858607265
197.0,10.21175419,9.96094533392,10.5837642573,0.1727833871909999,0.0179676674257,0.0022511239192399,0.050470617559,0.0121943000187999,89.762267636,89.762267636,89.762267636,0.00119770894759
306.0,10.2336388936,9.91787070131,10.7107040694,0.217965255644,0.0376502758526,0.00697127948635,0.0961661338599,0.0217276451192,89.77496156459999,89.77496156459999,89.77496156459999,0.0069837989763599
42.0,9.86806344203,9.518492749460002,10.4385706727,0.260907333529,0.0739897829972,0.044128186742,0.110859182205,0.0216243527309,0.0,0.0,0.0,0.0
147.0,10.508836424,7.1840223911,19.6967801845,4.19035640361,1.49128776475,0.186723817406,3.72731391166,1.06452661671,89.79045121520002,89.79045121520002,89.79045121520002,0.0081924667702
40.0,9.42008620729,9.170323408060002,10.7666147973,0.430140398741,0.0063883467,0.0063883467,0.0063883467,0.0385237535281,76.25815207779999,73.5338721925,78.12777842310001,2.41325881722
110.0,9.16725856007,8.11340443093,10.3599865758,0.639675650899,0.262779939783,0.0883206398163,0.457775019096,0.112142226851,85.84689387680001,85.84689387680001,85.84689387680001,0.7274626882340001
77.0,9.84299905704,9.8260373502,9.86463631572,0.0106619460718,0.0,0.0,0.0,0.0,48.6958370771,33.2551566336,64.13651752060001,21.8364196955
25.0,10.0740902535,7.251091463860002,15.114218758699998,1.97640416643,0.0,0.0,0.0,0.0,67.8504217986,67.8504217986,67.8504217986,3.68975349888
25.0,8.645426589489999,4.44677582135,12.7393706614,3.22463299445,0.560807646449,0.152349954114,1.28584217791,0.314589739489,80.8821677489,80.8821677489,80.8821677489,0.0
14.0,9.55983508208,7.495118764089999,13.052402856,1.47461931367,0.116443879923,0.0270333814729,0.336787024473,0.0843195426074999,78.9506349139,78.9506349139,78.9506349139,3.18172080817
183.0,9.15479852603,4.33225664062,14.9885211417,3.84020016572,1.84414164116,0.304783641479,4.08901904103,0.952571149202,89.7467275987,89.7467275987,89.7467275987,0.0312430591332
61.0,9.72469301088,8.77557690734,10.9267240628,0.26823458633,0.0090062390966599,0.0,0.0577703427267,0.00705530779009,0.0,0.0,0.0,0.0
96.0,9.65942719927,7.68083732375,11.8416680192,0.878995762254,0.154017664064,0.0558121319175,0.384018605885,0.0911629358921,86.8082118916,86.36752830450001,87.2488954788,0.623220705709
44.0,9.63876800257,9.36774468156,9.95870857784,0.181232828407,0.0172096987619,0.00610399257996,0.0504108713707,0.0112112089829,89.7703087731,89.7673474338,89.7732701123,0.00418796609254
68.0,9.84934497377,9.40186801792,10.1357287007,0.172890618675,0.0189056129292,0.00647975068954,0.0353629303307,0.010783017843,83.5391796117,83.5391796117,83.5391796117,1.5466549102899998
68.0,9.79865751162,7.92744623675,10.6074233342,0.557020759463,0.0322993958393,0.0093476580164599,0.121051733997,0.0269752480673,77.6258728479,77.0788289176,78.1729167781,0.773636945396
4.0,11.5809700489,2.11709342678,33.0170313953,7.05427887529,2.19143956062,0.505009493006,3.24196601941,0.815768514787,0.0,0.0,0.0,0.0
98.0,9.94004267861,9.48791840604,10.2755019227,0.241200300426,0.0264161516751,0.00760832365853,0.0604364966606,0.0142502725115,84.7190677037,84.5525929914,84.885542416,0.235430795939
97.0,9.88728898801,9.47754066906,10.3552026378,0.178286150051,0.22875869342,0.168200505231,0.28931688161,0.0856422110503,76.2995936752,76.2995936752,76.2995936752,8.759830272610001
269.0,10.1038552307,8.53612998393,11.3972627532,0.797220721556,0.0321449599087,0.00900236227817,0.0749465834885,0.01615194485,89.7574673198,89.7574673198,89.7574673198,0.0811242760395
34.0,9.41064622859,9.33803540961,9.48755683448,0.0375124044093,0.0188950813414,0.00331684798067,0.0704107423077999,0.0198920486036,41.5109392279,41.5109392279,41.5109392279,0.0
99.0,9.595297411889998,8.93988848405,10.2874021676,0.334803166487,0.0157259508742,0.00656673118978,0.0226478338436,0.0050053442809,79.37152670350001,79.37152670350001,79.37152670350001,2.79643073352
33.0,10.0228274771,9.50181722489,10.8265638886,0.339546576308,0.0121312394377999,0.0023807961357,0.0181316030634,0.0047257286946899,63.6613034032,62.7597346545,64.562872152,1.27501075188
34.0,13.060586359,5.843628763810001,31.6713916589,6.407066575880001,2.1367578004,0.586877540434,3.83415426612,0.857229306575,0.0,0.0,0.0,0.0
486.0,10.1920171746,10.1423725528,10.240280709,0.0247588457915,0.0,0.0,0.0,0.0,58.7703945035,58.7703945035,58.7703945035,1.00661125342
120.0,9.51703253084,8.89198449079,10.0886918901,0.368716911864,0.0289519996297,0.00526693532523,0.0856295475473,0.0175478695797,89.7755253089,89.7755253089,89.7755253089,0.0187537594982
71.0,10.0060235486,8.90879013911,10.7025675774,0.480698728613,0.0562606859803,0.00943567085633,0.115910596073,0.0212173805127,89.75294695040002,89.75294695040002,89.75294695040002,0.00638923521873
58.0,11.3550441438,6.87579554666,22.3432407952,3.46394075182,1.22312304746,0.1282986320219999,3.03430985195,0.851884830486,89.70647701829998,89.70647701829998,89.70647701829998,0.00639984580339
103.0,10.6039761861,4.07761718648,16.6462722954,2.99300675069,0.0,0.0,0.0,0.0,72.13837051899999,72.13837051899999,72.13837051899999,0.231515408428
105.0,9.67303911332,7.65967372861,12.3042975935,0.8625532584289999,0.0364403150565,0.0204630617713,0.0525122451551,0.0105527726211,87.47037709940003,87.47037709940003,87.47037709940003,2.28418636125
78.0,9.9544471474,9.74244177516,10.2015572132,0.130960774255,0.011777402189,0.00569457516467,0.0398837451793,0.00704801670437,89.63859364860001,89.63859364860001,89.63859364860001,0.00220234925185
3.0,9.79301441231,9.58106431424,10.0722303705,0.121133907003,0.0293273299419,0.0138893493593,0.0413811027341,0.00824498512262,67.94837084699999,67.94837084699999,67.94837084699999,0.123906355309
34.0,9.76063293163,8.176736677160001,11.4842515481,0.6967081665800001,0.124704465216,0.0567120767459,0.361813229671,0.064250514542,89.76650100719999,89.76650100719999,89.76650100719999,0.0
196.0,10.2074319371,9.98187830736,10.4125806785,0.137846304887,0.0222228872503,0.00442215393652,0.0781255314798999,0.0186652725173,89.762267636,89.762267636,89.762267636,0.00119770894759
41.0,10.2041016969,10.1711273027,10.2842166195,0.0351908339532,0.0667610165800999,0.00667404148155,0.6192978969240001,0.116814094995,68.4878310882,68.4878310882,68.4878310882,8.01738698759
52.0,9.94098527947,9.85732681006,9.9830988187,0.0382139706282,0.0196623442753,0.0032414064707,0.0591071622461,0.0149516836111,86.81760346829998,86.81760346829998,86.81760346829998,4.271333189180002
27.0,9.80745163434,9.337242530569998,10.1261274675,0.138825311179,0.0315455993926,0.0010652645,0.173078435475,0.0391103318908,0.0,0.0,0.0,0.0
188.0,9.81333048579,9.77393634128,9.84727244354,0.0155227885273,0.00162223021256,0.0,0.00353308255853,0.00073618319522,0.0,0.0,0.0,0.0
8.0,9.20600725951,7.991407054369999,9.73070220885,0.513972505038,0.019357328099,0.00252213524599,0.0583413624729,0.0124929859696,89.7762296806,89.77411587959999,89.7783434815,0.00298936592547
154.0,9.90405803837,9.19410602626,10.4629167017,0.366943607735,0.0392810546005,0.00638495990823,0.100996403421,0.0228126072891,89.7056246387,89.7056246387,89.7056246387,0.0288021699152
302.0,9.8494031207,8.6909552988,10.9255125306,0.361095098423,0.349867760656,0.138525057387,0.589503636545,0.191498067808,64.62939180859999,64.62939180859999,64.62939180859999,19.6372713927
62.0,9.91851637944,9.39962971401,11.7251604965,0.287236169771,0.023061566332,0.0225275973192,0.0235955353448,0.0007551462197889,74.9804605596,71.2791092999,78.7000630291,3.71051052991
53.0,9.77998523387,9.63737342954,9.95592553049,0.0525446034742,0.00634829807067,0.00634829807067,0.00634829807067,0.00182073060188,73.1046901407,73.1046901407,73.1046901407,5.8788220002400005
198.0,9.80972933979,8.70337867131,10.1416801499,0.200157477342,0.017042687837,0.0036651915,0.040703982972,0.0163247969675,53.2362537107,53.2362537107,53.2362537107,0.8242739990100001
92.0,9.99146889558,9.89905398008,10.0729187685,0.0455914143309,0.0122505942881,0.0053135213352299,0.0283189850062,0.00578857020921,85.35891451479999,85.35891451479999,85.35891451479999,0.00220234925185
13.0,9.82332443775,8.761993504460001,11.2688498049,0.5787199004169999,0.0,0.0,0.0,0.0,82.6290711099,82.5886414831,82.6695007368,0.0571761265779
51.0,9.84572169329,9.808883322260002,9.871257243,0.0191937888503,0.0023183137207199,0.0010652645,0.00476400767203,0.00108989704984,0.0,0.0,0.0,0.0
37.0,9.79501653998,8.85094703209,12.3781352042,0.985148334549,0.229105267727,0.0707864322207,1.1300083990799998,0.19877935213,89.76085605370001,89.76085605370001,89.76085605370001,0.0
63.0,9.64183624807,9.4868726491,9.82062942086,0.112128696711,0.150054653254,0.0390517369847,0.31301433325,0.0747077470372,89.74135275430002,89.74135275430002,89.74135275430002,0.00979099749348
18.0,9.83807449831,9.78819508866,9.8839377663,0.0186531782462,0.0,0.0,0.0,0.0,56.68841407359999,56.68841407359999,56.68841407359999,11.8532193773
406.0,10.1982118183,10.1271846532,10.2683475788,0.0282671212026,0.0,0.0,0.0,0.0,58.4024665258,58.4024665258,58.4024665258,1.00661125342
76.0,9.69280188715,9.60387551063,9.76399964456,0.0349761564247,0.0,0.0,0.0,0.0,37.2672720903,36.2582671329,38.2762770477,1.42694849527
8.0,11.7418418985,4.391328797180002,29.979099040100003,5.07559414674,2.96320076307,2.95816194215,2.9682395839999995,0.0071259688905,69.9524129956,69.9524129956,69.9524129956,11.1302249654
28.0,9.89209490442,8.39897486538,13.0585163255,1.2385151902399998,0.122884963162,0.00550723928058,0.360651729475,0.0834249893398,89.76974221719999,89.7625499249,89.77693450950001,0.0101714372632
6.0,9.49260486906,9.35598953092,9.68974414484,0.100832235973,0.0385215053242,0.0078666420317299,0.0776874482501,0.0190044359861,56.914360359300005,56.914360359300005,56.914360359300005,0.0
60.0,9.65406514227,9.40031029155,9.81595253494,0.133044866698,0.0137357300481,0.00237434795785,0.0266693166002,0.0065221342373299,89.6851423951,89.6851423951,89.6851423951,0.0
28.0,9.759991938189998,7.65887758832,11.5922301806,1.0669642061,0.147638461762,0.0665192395902,0.344218140283,0.0777380686957,89.77083906860001,89.746444795,89.79523334219999,0.0344987125396999
4.0,10.234121131,8.67478463386,11.2759754808,1.00291799854,0.253846189531,0.0661300941429,0.511643382219,0.148803159982,0.0,0.0,0.0,0.0
24.0,9.94489639776,5.13651850638,16.3568986326,4.75624581436,1.47949342559,0.215189431515,3.4382661347,0.960487239341,89.7584490316,89.7475759544,89.7693221088,0.0153768532371
71.0,9.94051514999,9.91295300525,9.97262267878,0.0173575544378,0.0164613200869,0.00287942694283,0.0603974928394,0.0138910930849,89.6614708321,89.6614708321,89.6614708321,4.271333189180002
57.0,10.855640066,9.66659289095,13.7905876947,1.16660891979,0.31587494739,0.132120240528,0.637481023276,0.205559213808,79.0684279936,79.0684279936,79.0684279936,0.0
49.0,9.74459990814,9.16668360681,10.2112945997,0.262942490587,0.0502249098084,0.0242506572933,0.0761991623234,0.0367331401793,82.4975800409,81.3354607417,83.6596993401,1.643484874
346.0,9.1611642911,8.61892730251,9.68037889897,0.278365118308,0.299108819104,0.0281498325578,1.0626216430600002,0.434355625365,16.9019608003,16.9019608003,16.9019608003,8.75219283429
58.0,10.0815758048,5.6124176743,14.7787511933,1.65934759497,0.0,0.0,0.0,0.0,65.8318165132,65.8318165132,65.8318165132,2.82288835225
36.0,8.96148693136,6.565905857560001,11.1912203045,1.49527618636,0.294856942547,0.0361168866295,1.2015292656799998,0.283875609011,89.76085605370001,89.76085605370001,89.76085605370001,0.0
84.0,9.8946458673,8.875245790260001,11.0281783779,0.536673803547,0.0,0.0,0.0,0.0,86.0114749377,86.0114749377,86.0114749377,0.111752270794
43.0,9.85083675771,7.09193942411,15.3952112958,1.45220496821,0.205175634255,0.0250507086161,0.70136236014,0.125804102204,0.0,0.0,0.0,0.0
89.0,9.71836278766,7.23316845166,12.489364213699998,0.8928206132,0.0615732779147,0.0615732779147,0.0615732779147,0.0118412661311,84.63346873409999,84.63346873409999,84.63346873409999,3.1668540981299995
267.0,9.94016181518,9.88912704872,9.99171953301,0.0283886022411,0.0200373800286,0.00715018778302,0.0536066437565,0.0124671605308,85.1382016378,85.1382016378,85.1382016378,0.025040607199
206.0,9.812173483,9.7743469408,9.84845153671,0.0159473618592,0.00158454533628,0.0,0.00353308255853,0.000693224353791,0.0,0.0,0.0,0.0
98.0,9.81955432748,7.85255403513,12.1705319799,0.871061954651,0.0228238092189,0.0228238092189,0.0228238092189,0.0253615979924,83.5632636916,82.8902387741,84.2362886091,0.951800966184
75.0,9.995742449260002,5.59623316853,15.6800123682,2.8631902787,0.4695611285,0.0559697459109,1.60318849179,0.340737054605,87.29702104020002,87.29702104020002,87.29702104020002,1.02319091446
95.0,10.3813653949,2.90977531551,18.8406075444,6.24634747861,2.6402287181,0.506859125866,5.69511517446,1.86992266365,68.4090171821,68.4090171821,68.4090171821,4.54934909866
12.0,10.1666714524,9.49897461877,10.6579557424,0.352018263609,0.102867723171,0.0536876401948,0.182539829284,0.0466683276653,83.760016597,82.9095220977,84.6105110964,1.2027808557
29.0,9.85115193118,9.83617359573,9.8653986711,0.00945581593619,0.0,0.0,0.0,0.0,47.2512196352,44.2437520881,52.6491458437,4.68490987168
36.0,9.57388827248,6.31104049664,12.4599048596,1.39516314205,0.113342234173,0.0171863623512,0.416345570126,0.0906172898001,89.77496156459999,89.77496156459999,89.77496156459999,0.0141616188072
331.0,10.0682812775,9.7436463987,10.3238432179,0.118299510951,0.03876529717,0.00461623135498,0.209253420376,0.0450810569998,73.27590244439999,73.27590244439999,73.27590244439999,0.13944018564
142.0,10.1624872781,10.0600598681,10.407239807,0.121918822054,0.0185663236116,0.00810938247368,0.0360067495511999,0.00555390889864,89.7311597086,89.7311597086,89.7311597086,0.000998366598467
16.0,9.83010504788,8.536480806830001,10.603450463,0.407796391921,0.00273187244818,0.00273187244818,0.00273187244818,0.0447344156094,66.0205999133,66.0205999133,66.0205999133,9.76825319784
40.0,9.79867206093,8.34143312494,10.9040038379,0.436915609602,0.100363079279,0.0054318044138,0.401231548495,0.0511741232922,0.0,0.0,0.0,0.0
30.0,9.83798080037,8.359576109430003,11.3489736388,0.616968927884,0.0274980303253,0.0117602653909,0.0405993809752,0.00907887026764,0.0,0.0,0.0,0.0
55.0,9.83367211215,9.36976400702,10.3184480567,0.192396220096,0.0,0.0,0.0,0.0,63.1169136052,61.6197409382,64.6140862723,2.11732189091
111.0,9.87338700317,9.74277633531,10.0218893455,0.0730441093934999,0.0398935073889,0.0281263486881,0.0524206384761,0.0121649618823,29.8272338767,29.8272338767,29.8272338767,2.25167619068
145.0,10.4069232228,6.916490814049999,16.606025036400002,3.43424773766,1.66337160123,0.332194987946,4.30643472811,1.16834428526,89.74418203440003,89.74418203440003,89.74418203440003,0.0524283856338
59.0,11.6778031764,5.251902164,29.0317878258,6.0138173020000005,1.2431937120299998,1.02871665666,1.43691966394,0.192114529793,74.1070092577,74.1070092577,74.1070092577,0.0
163.0,9.83074488131,9.80719717026,9.8576649845,0.01460282469,0.00200728624416,0.00150651150341,0.0031957934,0.000648609164365,0.0,0.0,0.0,0.0
6.0,8.60434150212,5.455424606449999,12.1403851576,2.93503934648,0.537963331962,0.154980196868,1.21302110254,0.304307876934,0.0,0.0,0.0,0.0
221.0,12.652403009,5.18374547435,21.0752716046,5.804024719249999,1.46179696087,0.0953399517401,3.10925691501,0.768096807494,89.7218055637,89.7218055637,89.7218055637,0.0369324861256
48.0,9.75678486049,9.16085863701,10.1211467294,0.122532203325,0.0156395859954,0.0121560651411,0.0191231068498,0.00492644243703,78.040057827,78.040057827,78.040057827,0.417260370769
39.0,9.51207726134,7.636424612789999,10.4438751583,0.718458436131,0.10878516136,0.0174166162324,0.341442850549,0.0746323502766,89.4096798863,89.4096798863,89.4096798863,0.0
27.0,9.92264634736,7.874307878560001,14.1126170125,0.739477393106,0.0,0.0,0.0,0.0,72.8199547951,71.4341766362,74.2057329541,1.95978626682
585.0,10.1241015468,10.1016171011,10.14207884,0.0134524761507,0.00644807411036,0.00183562665041,0.00981065384284,0.00210805659905,89.53721199649998,89.53721199649998,89.53721199649998,0.00380083646399
62.0,11.8872661555,6.43633116975,21.5080160908,3.99233342201,1.4011751282799998,0.472434034807,2.7852907002900005,0.627111336351,89.73767331200001,89.73767331200001,89.73767331200001,0.0270703501485
54.0,9.94731403394,9.798525044260002,10.0768653978,0.0828869346391,0.0131172841176,0.00332561094604,0.0287319553168,0.0073152429171599,89.73144301040001,89.73144301040001,89.73144301040001,0.00179612560535
53.0,9.83795114352,9.78897656987,9.87710441621,0.0219469943967,0.00202407648468,0.0010652645,0.0031957935,0.000538509497127,0.0,0.0,0.0,0.0
49.0,10.6166416735,9.46687073587,13.5194972427,1.21257524751,0.163793697975,0.0682254934625,0.283744559795,0.0709417197224999,75.34014727899999,75.34014727899999,75.34014727899999,0.0
15.0,9.94420410427,8.6158321927,10.9927398824,0.567369018376,0.7977621743009999,0.323604081225,1.39607875355,0.45833572043,37.6162718456,37.6162718456,37.6162718456,14.591241713
18.0,9.79321166736,9.05100263094,10.4166651321,0.372933230056,0.0303749240909,0.0193514910567,0.0392561155607,0.00958368954376,78.1428506201,78.1428506201,78.1428506201,1.26888013264
397.0,10.061851606,9.07748709795,10.9921456946,0.549087956099,0.0208031870105,0.00586384371451,0.0477707160431,0.0105179860247,0.0,0.0,0.0,0.0
158.0,9.77652562873,7.744305323410001,13.0825403667,1.08905795391,0.0610126605103,0.0200993694439,0.220213633763,0.0451022064595,0.0,0.0,0.0,0.0
170.0,9.73785757541,9.69452402557,9.78273281047,0.0178217405628,0.00622962746374,0.00622962746374,0.00622962746374,0.00325094048961,68.8150340096,68.8150340096,68.8150340096,0.0229225147158
6.0,10.2455456583,5.987312049550001,16.720769592899998,2.80816011308,0.0,0.0,0.0,0.0,59.3970341433,56.5085223554,62.2855459312,4.08497254558
99.0,10.09904265,9.49477339283,10.8022515063,0.488158365389,0.118404371247,0.0285995712071,0.219802590226,0.0599019326959,89.7577497648,89.7577497648,89.7577497648,0.0107723809297
47.0,9.98706304978,8.883364488989999,10.800409126199998,0.438270521249,0.0,0.0,0.0,0.0,79.83603597689999,79.83603597689999,79.83603597689999,1.40011388871
5.0,9.74363368068,8.75743851852,11.1022985713,0.473656481493,0.0,0.0,0.0,0.0,69.1557035334,68.8621291347,69.4492779321,0.415176896203
23.0,9.53622331083,8.95552418414,10.8751340833,0.500986058283,0.0350875298929,0.00631665935862,0.0751535735547,0.0189960962382,89.8819782334,89.8819782334,89.8819782334,0.00298936592547
357.0,10.1305149872,10.0252040794,10.302685398,0.0990203695562,0.0117305212288,0.00428128011481,0.0400076405153,0.00904684659362,89.7169828274,89.7169828274,89.7169828274,1.30438784812
117.0,10.0747292356,3.76413857127,13.4865130584,3.1109408264,0.604551822232,0.117000963229,1.19784284552,0.317330414405,81.1075666275,81.1075666275,81.1075666275,0.322535447366
82.0,9.59480181149,9.572264648110002,9.61439872126,0.0147175755534,0.00947970447206,0.00292145045059,0.0183786520198,0.00411182943598,78.9525949477,78.9525949477,78.9525949477,0.00418796609254
59.0,9.79534351513,9.44273342347,10.2835190998,0.258174416265,1.76760843409,1.76760843409,1.76760843409,0.151267213363,73.96027007880002,73.96027007880002,73.96027007880002,0.342958070094
211.0,9.81597999988,9.78132043426,9.85918341866,0.0164485552073,0.00188675119612,0.0,0.0046433801659899,0.000693710566946,0.0,0.0,0.0,0.0
15.0,9.97285317871,8.20217287169,11.7527594093,0.74762883769,0.0732303442008,0.0424638510642,0.0961456492291,0.0143834972386,79.3406576432,79.3406576432,79.3406576432,0.0
135.0,12.1351379342,4.63492382562,14.417850315,3.1607577040400003,0.674899110865,0.0615101320209,1.64550280344,0.364204864316,79.5645236335,79.5645236335,79.5645236335,1.6889380157299998
21.0,9.947769609560002,7.627633089400001,13.434616615,0.78224176107,0.0983692570681,0.0114732496242999,0.525662403111,0.0721687709784,0.0,0.0,0.0,0.0
221.0,9.74843128039,9.2672283343,10.4336611024,0.243498750577,0.0,0.0,0.0,0.0,71.4840711659,71.4620756633,71.5060666684,0.0311063380656
492.0,9.87813951222,9.70482864013,10.017122891,0.0932943857672,0.00708421683994,0.00180615339437,0.0152929993781,0.00296293111535,86.6673331102,86.6673331102,86.6673331102,1.5487868312000002
26.0,9.80951520005,9.77043004752,9.84595492169,0.0177233079881,0.00204148326493,0.0010652645,0.00301302300683,0.0005630091364119,0.0,0.0,0.0,0.0
10.0,9.49797294992,9.45084578081,9.53738921391,0.0338848213964999,0.0222521914638,0.00605372143649,0.0443292613818,0.0116770519294,56.0280742003,56.0280742003,56.0280742003,0.0
28.0,10.2080546672,9.35823580564,10.946920916099998,0.640006865184,0.0784462853133999,0.00690020275167,0.211218348753,0.0752187519307,74.5897753836,74.5897753836,74.5897753836,0.0
638.0,9.83938230309,9.78101482465,9.87713065622,0.0204456906963,0.0,0.0,0.0,0.0,69.5193705298,67.0629309243,71.9758101353,3.47393020524
74.0,9.61837105196,9.61178933887,9.62780047887,0.00705077943661,0.00639971717358,0.00230831743107,0.00902682159536,0.00212613583448,61.5419900692,61.2365861459,61.8473939926,0.431906370395
71.0,9.46541350353,4.626063457930001,14.9339723825,3.2428723940900004,1.0419376663700002,0.403574387791,2.17011507178,0.487676930194,89.7390886666,89.7390886666,89.7390886666,0.023590240339
39.0,10.0164603238,9.77346677619,10.172839864,0.115785006798,0.237865459025,0.0771712208101,0.731857888775,0.156321671197,77.2259078705,77.2259078705,77.2259078705,0.0
5.0,10.5551812262,4.73421748368,17.0307421337,2.7278732431200003,0.0460170801083,0.024219863979,0.0678142962375,0.030825918672,0.0,0.0,0.0,0.0
6.0,9.8569536306,9.25305805473,10.499049492,0.257838554923,0.0655227473904,0.0635151367071999,0.0672045961836,0.00186617748719,84.7181405408,84.7181405408,84.7181405408,0.0
74.0,9.6943788678,9.67064579411,9.71406465664,0.00928838973485,0.00172778784266,0.00172778784266,0.00172778784266,0.000435417369345,77.256558457,76.684598057,77.82851885699999,0.808874154768
300.0,9.9555208986,9.91414094212,10.0299339839,0.0339902688111,0.0346767990614,0.0059772593606,0.0989361891204,0.026160205145,89.5742151103,89.5742151103,89.5742151103,2.09944142713
19.0,11.078144463,5.02779604101,15.9658754303,3.01783683237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0,9.98794896838,9.96606502208,10.01798744,0.0151085397126,0.0061550971617,0.00211520063517,0.0124039689866,0.00267748852441,80.7413551609,80.7413551609,80.7413551609,3.0752905849000003
26.0,10.3255996777,4.71103002655,22.1058144198,3.57053833847,1.3826033479100002,1.3826033479100002,1.3826033479100002,1.3556076513100002,0.0,0.0,0.0,0.0
91.0,9.8164069265,9.12135054666,10.6463547334,0.440472861349,0.0596334627851999,0.0167080197102,0.114910385196,0.0230568109836,84.3943095171,84.3943095171,84.3943095171,0.490844100094
25.0,8.906740529410003,4.890922225580001,13.891976650999998,3.8727420836,0.6655831029420001,0.0717986756736,1.6381050376700002,0.433175491199,82.98992466930001,82.98992466930001,82.98992466930001,0.0
288.0,9.84659419271,7.82353457988,11.58654708,1.07092543666,0.115526296416,0.0233052317617,0.5576603143419999,0.111489079499,89.7498377898,89.74898969639999,89.75068588309998,0.00119938515541
72.0,9.87388596844,6.4857184751900006,14.1802501497,1.88986990144,0.786251247439,0.271394719057,1.31371705365,0.521275558331,74.3796005145,69.0049821664,79.7542188626,7.60085816048
57.0,9.60988857644,9.59223703399,9.63053736906,0.0120742833087,0.00656917882787,0.00313693388618,0.00988577592128,0.00223891846828,67.20429226590001,67.20429226590001,67.20429226590001,0.344938057241
26.0,9.93634111931,5.16610794884,16.3304232714,2.28842732381,0.0,0.0,0.0,0.0,67.8504217986,67.8504217986,67.8504217986,3.68975349888
176.0,9.84527342211,8.53946736128,10.2842954467,0.24263030422,0.187539182133,0.0115903534642,0.567300123798,0.250355863723,68.0521048384,68.0521048384,68.0521048384,3.53256374747
117.0,10.5633304473,10.4341277057,10.7036878794,0.0675477318604,0.075256682898,0.0664990747768,0.0835046316826,0.00393496226042,69.8019801013,69.8019801013,69.8019801013,0.417732228019
149.0,9.45525861104,7.828239518130001,10.9418412329,0.963832333635,0.195410125717,0.0159682263861,0.790552219209,0.162483543289,89.7698862191,89.7698862191,89.7698862191,0.00358869471829
